DateTime,ObservedValue,ies a=0.5
2004-12-04 15:30:00,58545.0,
2004-12-04 16:30:00,54325.468,
2004-12-04 17:30:00,56527.490999999995,
2004-12-04 18:30:00,52735.547,
2004-12-04 19:30:00,55192.6,
2004-12-04 20:30:00,52802.947,
2004-12-04 21:30:00,53506.14599999999,
2004-12-04 22:30:00,51269.499,
2004-12-04 23:30:00,50421.739,
2004-12-05 00:30:00,47555.374,
2004-12-05 01:30:00,43531.916,
2004-12-05 02:30:00,42098.475999999995,
2004-12-05 03:30:00,35893.256,
2004-12-05 04:30:00,34565.454,
2004-12-05 05:30:00,29827.05,
2004-12-05 06:30:00,30631.979,
2004-12-05 07:30:00,28932.115,
2004-12-05 08:30:00,31481.863999999998,
2004-12-05 09:30:00,33070.414,
2004-12-05 10:30:00,38476.669,
2004-12-05 11:30:00,44300.867,
2004-12-05 12:30:00,49149.844000000005,
2004-12-05 13:30:00,52912.078,
2004-12-05 14:30:00,57696.297999999995,
2004-12-05 15:30:00,57669.484000000004,
2004-12-05 16:30:00,58079.9,
2004-12-05 17:30:00,56645.24,
2004-12-05 18:30:00,56181.065,
2004-12-05 19:30:00,55270.0,
2004-12-05 20:30:00,53634.613,
2004-12-05 21:30:00,54419.289000000004,
2004-12-05 22:30:00,53052.114,
2004-12-05 23:30:00,50954.808,
2004-12-06 00:30:00,45809.100999999995,
2004-12-06 01:30:00,40245.0,
2004-12-06 02:30:00,36423.172,
2004-12-06 03:30:00,32862.705,
2004-12-06 04:30:00,30332.592,
2004-12-06 05:30:00,29028.572,
2004-12-06 06:30:00,28847.186,
2004-12-06 07:30:00,33673.148,
2004-12-06 08:30:00,55223.242,
2004-12-06 09:30:00,72266.964,
2004-12-06 10:30:00,80883.772,
2004-12-06 11:30:00,87918.214,
2004-12-06 12:30:00,89166.0,
2004-12-06 13:30:00,91226.0,
2004-12-06 14:30:00,91778.493,
2004-12-06 15:30:00,85757.243,
2004-12-06 16:30:00,78133.241,
2004-12-06 17:30:00,69761.898,
2004-12-06 18:30:00,66419.685,
2004-12-06 19:30:00,61680.725,
2004-12-06 20:30:00,58289.419,
2004-12-06 21:30:00,55792.679000000004,
2004-12-06 22:30:00,54811.306,
2004-12-06 23:30:00,50043.82,
2004-12-07 00:30:00,45475.842000000004,
2004-12-07 01:30:00,41406.626000000004,
2004-12-07 02:30:00,38624.771,
2004-12-07 03:30:00,33913.828,
2004-12-07 04:30:00,30401.173,
2004-12-07 05:30:00,29635.565,
2004-12-07 06:30:00,29031.481,
2004-12-07 07:30:00,32506.156000000003,
2004-12-07 08:30:00,53181.102,
2004-12-07 09:30:00,70535.25099999999,
2004-12-07 10:30:00,80362.217,
2004-12-07 11:30:00,86554.12800000001,
2004-12-07 12:30:00,87539.785,
2004-12-07 13:30:00,90532.853,
2004-12-07 14:30:00,91474.87400000001,
2004-12-07 15:30:00,84942.87800000001,
2004-12-07 16:30:00,73482.245,
2004-12-07 17:30:00,65249.945999999996,
2004-12-07 18:30:00,64664.419,
2004-12-07 19:30:00,60923.59,
2004-12-07 20:30:00,56993.530999999995,
2004-12-07 21:30:00,54305.582,
2004-12-07 22:30:00,51523.252,
2004-12-07 23:30:00,49976.225999999995,
2004-12-08 00:30:00,45549.59099999999,
2004-12-08 01:30:00,40666.044,
2004-12-08 02:30:00,35652.233,
2004-12-08 03:30:00,31671.0,
2004-12-08 04:30:00,29047.436,
2004-12-08 05:30:00,26784.373,
2004-12-08 06:30:00,26418.377,
2004-12-08 07:30:00,31950.551,
2004-12-08 08:30:00,51543.422999999995,
2004-12-08 09:30:00,68466.515,
2004-12-08 10:30:00,77996.542,
2004-12-08 11:30:00,84568.37400000001,
2004-12-08 12:30:00,83362.625,
2004-12-08 13:30:00,92336.43699999999,
2004-12-08 14:30:00,90560.84199999999,
2004-12-08 15:30:00,83445.856,
2004-12-08 16:30:00,74962.686,
2004-12-08 17:30:00,67144.745,
2004-12-08 18:30:00,63641.43,
2004-12-08 19:30:00,60730.077000000005,
2004-12-08 20:30:00,57745.562999999995,
2004-12-08 21:30:00,54525.292,
2004-12-08 22:30:00,51384.208,
2004-12-08 23:30:00,49264.0,
2004-12-09 00:30:00,44518.666,
2004-12-09 01:30:00,40001.411,
2004-12-09 02:30:00,37012.245,
2004-12-09 03:30:00,34134.165,
2004-12-09 04:30:00,30817.482999999997,
2004-12-09 05:30:00,28610.709,
2004-12-09 06:30:00,28921.142000000003,
2004-12-09 07:30:00,34124.636,
2004-12-09 08:30:00,54369.52,
2004-12-09 09:30:00,72559.595,
2004-12-09 10:30:00,79603.365,
2004-12-09 11:30:00,87629.284,
2004-12-09 12:30:00,87152.603,
2004-12-09 13:30:00,93420.954,
2004-12-09 14:30:00,94073.645,
2004-12-09 15:30:00,85660.864,
2004-12-09 16:30:00,74872.933,
2004-12-09 17:30:00,66375.726,
2004-12-09 18:30:00,62939.187999999995,
2004-12-09 19:30:00,62600.85,
2004-12-09 20:30:00,58782.182,
2004-12-09 21:30:00,56805.86,
2004-12-09 22:30:00,54459.797,
2004-12-09 23:30:00,50150.238,
2004-12-10 00:30:00,44525.685999999994,
2004-12-10 01:30:00,41474.054,
2004-12-10 02:30:00,39190.31,
2004-12-10 03:30:00,36423.637,
2004-12-10 04:30:00,35010.504,
2004-12-10 05:30:00,35310.084,
2004-12-10 06:30:00,35726.683,
2004-12-10 07:30:00,40796.187999999995,
2004-12-10 08:30:00,59539.977,
2004-12-10 09:30:00,77516.517,
2004-12-10 10:30:00,85855.95599999999,
2004-12-10 11:30:00,92292.472,
2004-12-10 12:30:00,90515.584,
2004-12-10 13:30:00,93223.162,
2004-12-10 14:30:00,92415.43,
2004-12-10 15:30:00,84355.20599999999,
2004-12-10 16:30:00,75752.371,
2004-12-10 17:30:00,67520.0,
2004-12-10 18:30:00,64695.361,
2004-12-10 19:30:00,60892.144,
2004-12-10 20:30:00,57914.255999999994,
2004-12-10 21:30:00,53136.779,
2004-12-10 22:30:00,51770.21,
2004-12-10 23:30:00,50281.995,
2004-12-11 00:30:00,46538.44,
2004-12-11 01:30:00,42618.367,
2004-12-11 02:30:00,39521.851,
2004-12-11 03:30:00,35830.231,
2004-12-11 04:30:00,32806.894,
2004-12-11 05:30:00,30951.491,
2004-12-11 06:30:00,29855.901,
2004-12-11 07:30:00,29966.828999999998,
2004-12-11 08:30:00,31805.162,
2004-12-11 09:30:00,34528.609,
2004-12-11 10:30:00,38559.238,
2004-12-11 11:30:00,42701.325,
2004-12-11 12:30:00,45711.780999999995,
2004-12-11 13:30:00,50264.924000000006,
2004-12-11 14:30:00,53492.441,
2004-12-11 15:30:00,54346.654,
2004-12-11 16:30:00,52282.914000000004,
2004-12-11 17:30:00,50309.922,
2004-12-11 18:30:00,50900.305,
2004-12-11 19:30:00,52256.600999999995,
2004-12-11 20:30:00,50330.869000000006,
2004-12-11 21:30:00,49473.237,
2004-12-11 22:30:00,48249.176,
2004-12-11 23:30:00,46865.0,
2004-12-12 00:30:00,43687.721,
2004-12-12 01:30:00,41033.959,
2004-12-12 02:30:00,38032.974,
2004-12-12 03:30:00,35908.911,
2004-12-12 04:30:00,31592.429,
2004-12-12 05:30:00,28955.842,
2004-12-12 06:30:00,28677.877999999997,
2004-12-12 07:30:00,28201.572,
2004-12-12 08:30:00,28829.847,
2004-12-12 09:30:00,28703.718999999997,
2004-12-12 10:30:00,32662.607000000004,
2004-12-12 11:30:00,37707.642,
2004-12-12 12:30:00,42564.133,
2004-12-12 13:30:00,46889.935,
2004-12-12 14:30:00,49070.403,
2004-12-12 15:30:00,52395.337,
2004-12-12 16:30:00,55136.823,
2004-12-12 17:30:00,54640.378,
2004-12-12 18:30:00,54671.148,
2004-12-12 19:30:00,55312.79,
2004-12-12 20:30:00,53356.312000000005,
2004-12-12 21:30:00,51979.359000000004,
2004-12-12 22:30:00,50311.982,
2004-12-12 23:30:00,46292.13,
2004-12-13 00:30:00,43253.362,
2004-12-13 01:30:00,40307.044,
2004-12-13 02:30:00,37171.708,
2004-12-13 03:30:00,33305.231,
2004-12-13 04:30:00,30880.803,
2004-12-13 05:30:00,29176.601000000002,
2004-12-13 06:30:00,29477.057999999997,
2004-12-13 07:30:00,33781.549,
2004-12-13 08:30:00,55709.825999999994,
2004-12-13 09:30:00,72836.521,
2004-12-13 10:30:00,79390.304,
2004-12-13 11:30:00,83847.99799999999,
2004-12-13 12:30:00,82586.886,
2004-12-13 13:30:00,89311.474,
2004-12-13 14:30:00,90090.834,
2004-12-13 15:30:00,83655.37299999999,
2004-12-13 16:30:00,75037.80099999999,
2004-12-13 17:30:00,64345.928,
2004-12-13 18:30:00,60905.762,
2004-12-13 19:30:00,57935.254,
2004-12-13 20:30:00,54901.754,
2004-12-13 21:30:00,53220.185999999994,
2004-12-13 22:30:00,53116.73,
2004-12-13 23:30:00,48399.0,
2004-12-14 00:30:00,44900.407,
2004-12-14 01:30:00,41647.11,
2004-12-14 02:30:00,38520.385,
2004-12-14 03:30:00,36196.677,
2004-12-14 04:30:00,33423.14,
2004-12-14 05:30:00,32938.343,
2004-12-14 06:30:00,28815.322,
2004-12-14 07:30:00,33304.282,
2004-12-14 08:30:00,53794.599,
2004-12-14 09:30:00,72324.902,
2004-12-14 10:30:00,80303.875,
2004-12-14 11:30:00,85672.821,
2004-12-14 12:30:00,83661.0,
2004-12-14 13:30:00,88313.67800000001,
2004-12-14 14:30:00,91323.957,
2004-12-14 15:30:00,85076.436,
2004-12-14 16:30:00,73140.546,
2004-12-14 17:30:00,64014.123,
2004-12-14 18:30:00,60864.795999999995,
2004-12-14 19:30:00,57203.41,
2004-12-14 20:30:00,55244.68,
2004-12-14 21:30:00,52074.34,
2004-12-14 22:30:00,50279.168,
2004-12-14 23:30:00,49256.58900000001,
2004-12-15 00:30:00,44207.153,
2004-12-15 01:30:00,40711.075,
2004-12-15 02:30:00,36846.248,
2004-12-15 03:30:00,31198.652000000002,
2004-12-15 04:30:00,27474.118,
2004-12-15 05:30:00,26454.972,
2004-12-15 06:30:00,25532.123,
2004-12-15 07:30:00,31036.272,
2004-12-15 08:30:00,50650.0,
2004-12-15 09:30:00,68305.55900000001,
2004-12-15 10:30:00,75805.898,
2004-12-15 11:30:00,79526.782,
2004-12-15 12:30:00,76540.695,
2004-12-15 13:30:00,81551.427,
2004-12-15 14:30:00,80618.849,
2004-12-15 15:30:00,73336.401,
2004-12-15 16:30:00,63554.0,
2004-12-15 17:30:00,55092.606,
2004-12-15 18:30:00,52813.306,
2004-12-15 19:30:00,50660.787000000004,
2004-12-15 20:30:00,47754.179000000004,
2004-12-15 21:30:00,45399.997,
2004-12-15 22:30:00,44384.668,
2004-12-15 23:30:00,42154.16099999999,
2004-12-16 00:30:00,38311.937999999995,
2004-12-16 01:30:00,34952.712999999996,
2004-12-16 02:30:00,30711.805,
2004-12-16 03:30:00,27493.618,
2004-12-16 04:30:00,25398.265,
2004-12-16 05:30:00,24573.88,
2004-12-16 06:30:00,23953.868,
2004-12-16 07:30:00,30497.843999999997,
2004-12-16 08:30:00,51378.822,
2004-12-16 09:30:00,69994.205,
2004-12-16 10:30:00,74193.284,
2004-12-16 11:30:00,77678.268,
2004-12-16 12:30:00,75699.17599999999,
2004-12-16 13:30:00,79756.129,
2004-12-16 14:30:00,79761.117,
2004-12-16 15:30:00,73637.0,
2004-12-16 16:30:00,62498.87,
2004-12-16 17:30:00,55072.861,
2004-12-16 18:30:00,54448.863,
2004-12-16 19:30:00,50863.806,
2004-12-16 20:30:00,49944.890999999996,
2004-12-16 21:30:00,48313.887,
2004-12-16 22:30:00,45433.639,
2004-12-16 23:30:00,46743.778,
2004-12-17 00:30:00,43379.557,
2004-12-17 01:30:00,39902.47,
2004-12-17 02:30:00,35692.36,
2004-12-17 03:30:00,30818.634,
2004-12-17 04:30:00,31599.945,
2004-12-17 05:30:00,27567.438,
2004-12-17 06:30:00,28136.722999999998,
2004-12-17 07:30:00,33631.969,
2004-12-17 08:30:00,49471.28599999999,
2004-12-17 09:30:00,64139.679000000004,
2004-12-17 10:30:00,70816.209,
2004-12-17 11:30:00,72766.914,
2004-12-17 12:30:00,68427.757,
2004-12-17 13:30:00,68818.332,
2004-12-17 14:30:00,68556.788,
2004-12-17 15:30:00,62721.553,
2004-12-17 16:30:00,53987.602,
2004-12-17 17:30:00,48479.403,
2004-12-17 18:30:00,42758.0,
2004-12-17 19:30:00,42220.28,
2004-12-17 20:30:00,38303.626000000004,
2004-12-17 21:30:00,36347.35,
2004-12-17 22:30:00,37033.163,
2004-12-17 23:30:00,34643.117,
2004-12-18 00:30:00,34068.865,
2004-12-18 01:30:00,30985.26,
2004-12-18 02:30:00,29025.0,
2004-12-18 03:30:00,27472.894,
2004-12-18 04:30:00,24427.68,
2004-12-18 05:30:00,24529.743,
2004-12-18 06:30:00,21979.347999999998,
2004-12-18 07:30:00,24037.561,
2004-12-18 08:30:00,25360.966,
2004-12-18 09:30:00,26291.493,
2004-12-18 10:30:00,31008.232999999997,
2004-12-18 11:30:00,31011.534,
2004-12-18 12:30:00,35254.869,
2004-12-18 13:30:00,35150.481,
2004-12-18 14:30:00,37300.231,
2004-12-18 15:30:00,38076.429,
2004-12-18 16:30:00,37752.21,
2004-12-18 17:30:00,37177.528,
2004-12-18 18:30:00,35015.099,
2004-12-18 19:30:00,37228.587999999996,
2004-12-18 20:30:00,34992.0,
2004-12-18 21:30:00,35011.087999999996,
